,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,營業毛利（毛損）,生物資產當期公允價值減出售成本之變動利益（損失）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
403,2460,建通精密,2001895,1850724,,151171,,,,151171,183182,,-32011,-15825,-47836,-4522,-43314,,,-43314,17353,,-25961,-43314,,,-25961,,,-0.26
404,2461,光群雷射,2466995,1966744,,500251,,,8095,508346,466653,,41693,-21659,20034,22912,-2878,,,-2878,-33106,,-35984,26080,,-28958,23711,,-59695,0.16
405,2462,良得電,1991947,1912001,,79946,,,,79946,199464,,-119518,4485,-115033,8693,-123726,,,-123726,16905,,-106821,-123726,,,-106821,,,-0.87
406,2464,盟立,6960861,5745832,,1215029,,,,1215029,645937,-782,568310,-11900,556410,79342,477068,,,477068,12392,,489460,477063,,5,489455,,5,2.44
407,2465,麗臺科技,1602418,1395724,,206694,,,,206694,225509,0,-18815,-3754,-22569,7606,-30175,,,-30175,-146,,-30321,-25478,0,-4697,-25491,0,-4830,-0.48
408,2466,冠西電,1069432,968745,,100687,,,,100687,140115,,-39428,-11982,-51410,-11544,-39866,,,-39866,24685,,-15181,-39866,,0,-15181,,0,-0.26
409,2467,志聖工業,2730415,1883469,,846946,,,,846946,517400,,329546,20450,349996,91451,258545,,,258545,167733,,426278,236214,,22331,407915,,18363,1.58
410,2468,華經,718745,630104,,88641,,,,88641,73103,,15538,9740,25278,5963,19315,,,19315,-329,,18986,19315,,,18986,,,0.28
411,2471,資通,295948,203978,,91970,,,,91970,89537,,2433,12312,14745,-985,15730,,,15730,1911,,17641,15785,,-55,17634,,7,0.33
412,2472,立隆電子,4020851,3000303,,1020548,,,,1020548,473372,,547176,67274,614450,139462,474988,,,474988,13062,,488050,298293,0,176695,302288,,185762,2.31
413,2474,可成科技,41161418,23872090,,17289328,,,,17289328,3916396,,13372932,6644375,20017307,5515598,14501709,,,14501709,2696522,,17198231,14489127,,12582,17184825,,13406,18.81
414,2475,華映,13791843,13508885,,282958,,,,282958,2870041,13771,-2573312,-1917490,-4490802,-306537,-4184265,0,,-4184265,1305598,,-2878667,-3106181,,-1078084,-2240401,,-638266,-0.48
415,2476,鉅祥,2500758,1861680,,639078,,,,639078,416830,680,222928,44629,267557,145645,121912,,,121912,42713,,164625,97143,,24769,135420,,29205,0.53
416,2477,美隆電,1531082,1261645,,269437,,,,269437,241484,,27953,28440,56393,22498,33895,,,33895,19651,,53546,33592,,303,65625,,-12079,0.17
417,2478,大毅,2604871,1914966,,689905,,,,689905,293616,,396289,38210,434499,49945,384554,,,384554,8924,,393478,380033,,4521,386997,,6481,2.05
418,2480,敦陽科技,2322763,1650112,,672651,,,,672651,417545,0,255106,13625,268731,67548,201183,,,201183,9764,,210947,201183,,0,210947,,,1.89
419,2481,強茂,5805989,4516591,,1289398,,,,1289398,826721,,462677,97209,559886,89907,469979,,,469979,540883,,1010862,482683,,-12704,983857,,27005,1.31
420,2482,連宇,510333,317942,,192391,,,,192391,199425,,-7034,2067,-4967,1112,-6079,,,-6079,2776,,-3303,-6005,,-74,-3229,,-74,-0.1
421,2483,百容,1018068,787438,,230630,,,,230630,183484,,47146,38670,85816,19406,66410,,,66410,35050,,101460,70782,,-4372,105518,,-4058,0.64
422,2484,希華,1388166,1121431,,266735,,,,266735,171098,,95637,54200,149837,21036,128801,,,128801,33569,,162370,129167,,-366,162721,,-351,0.81
423,2485,兆赫電子,3755252,3469621,,285631,,,,285631,366952,,-81321,129979,48658,-8319,56977,,,56977,39191,,96168,62950,,-5973,102141,,-5973,0.2
424,2486,一詮精密,2106027,1896336,,209691,,,,209691,268326,,-58635,50248,-8387,8140,-16527,,,-16527,16366,,-161,-19139,,2612,-2935,,2774,-0.1
425,2488,漢平,976257,752937,,223320,,,,223320,141513,,81807,65500,147307,40173,107134,,,107134,11835,,118969,105852,,1282,117218,,1751,1.32
426,2489,瑞軒,5951066,5330884,,620182,,,,620182,798752,,-178570,274574,96004,6663,89341,,,89341,33167,,122508,52992,,36349,83537,,38971,0.07
427,2491,吉祥全,165757,128872,,36885,,,,36885,51349,,-14464,-9031,-23495,103,-23598,,,-23598,0,,-23598,-16942,,-6656,-16942,,-6656,-0.22
428,2492,華新科,18026646,9198441,,8828205,,,,8828205,1517749,,7310456,287695,7598151,1582493,6015658,,,6015658,3693410,,9709068,5676486,,339172,9340103,,368965,11.74
429,2493,揚博科技,1216242,867486,,348756,,,,348756,177863,,170893,7431,178324,35310,143014,,,143014,1619,,144633,,,,,,,1.25
430,2495,普安,640016,382655,,257361,,,,257361,265694,,-8333,37859,29526,7179,22347,,,22347,1322,,23669,22347,,0,23669,,0,0.08
431,2496,卓越成功,446548,218518,,228030,,,,228030,153793,,74237,4104,78341,16842,61499,0,,61499,30,,61529,60611,,888,60641,,888,3.47
432,2497,怡利電子,1075008,911083,,163925,,,,163925,259643,,-95718,18889,-76829,-24424,-52405,,,-52405,3860,,-48545,-52405,,0,-48545,,0,-0.44
433,2498,宏達電,15563203,15568685,,-5482,,,,-5482,8334175,,-8339657,32664912,24325255,5320836,19004419,,,19004419,15931,,19020350,19021775,,-17356,19035289,,-14939,23.19
434,2499,東貝光電,2725782,2123921,,601861,,0,0,601861,437520,0,164341,-59981,104360,11268,93092,0,,93092,-3603,,89489,93086,,6,92718,,-3229,0.25
435,2501,國建,5079308,3599597,,1479711,,,,1479711,649728,,829983,-16587,813396,-81495,894891,,,894891,-54875,,840016,965151,,-70260,899816,,-59800,0.83
436,2504,國產,8808808,8071475,,737333,,,,737333,473683,,263650,58022,321672,14354,307318,,,307318,197638,,504956,268413,,38905,465988,,38968,0.19
437,2505,國揚實業,93180,63248,,29932,,,,29932,129741,,-99809,-14737,-114546,222,-114768,,,-114768,36257,,-78511,-112744,,-2024,-76487,,-2024,-0.2
438,2506,太設,416958,220958,,196000,,,,196000,253358,0,-57358,2656,-54702,16770,-71472,,,-71472,36011,,-35461,-89954,,18482,-61462,,26001,-0.25
439,2509,全坤建,848566,723667,,124899,,,,124899,92311,,32588,-22912,9676,83217,-73541,,,-73541,39667,,-33874,-74106,,565,-38052,,4178,-0.49
440,2511,太子,3977962,2641171,,1336791,,,,1336791,977797,,358994,144167,503161,33198,469963,,,469963,-81306,,388657,479717,,-9754,398411,,-9754,0.3
441,2514,龍邦國際,60959,28156,,32803,,,,32803,52382,171,-19408,75790,56382,84574,-28192,,,-28192,70050,,41858,-28192,,0,41858,,0,-0.06
442,2515,中工,5226930,4695362,,531568,,,,531568,323080,,208488,-56183,152305,-179153,331458,,,331458,-17021,,314437,332945,,-1487,321065,,-6628,0.22
443,2516,新建,3596066,3509754,,86312,,,,86312,75629,,10683,8642,19325,3393,15932,,,15932,14681,,30613,15932,,,30613,,,0.07
444,2520,冠德,4105925,3042362,,1063563,,,,1063563,946945,,116618,-159754,-43136,142799,-185935,,,-185935,-2168,,-188103,-227801,,41866,-229622,,41519,-0.46
445,2524,京城,1719260,1151530,,567730,,,,567730,261917,,305813,-61987,243826,18982,224844,,,224844,,,224844,224844,,,224844,,,0.59
446,2527,宏璟,88006,49686,,38320,,,,38320,168445,,-130125,-64803,-194928,-15500,-179428,,,-179428,-274019,,-453447,-170605,,-8823,-444624,,-8823,-0.65
447,2528,皇普建設,211792,209746,,2046,,,,2046,17715,,-15669,-17616,-33285,3368,-36653,,,-36653,,,-36653,,,,,,,-0.27
448,2530,華建,537828,444607,,93221,,0,0,93221,65718,,27503,-10024,17479,6524,10955,,,10955,459,,11414,14012,,-3057,14475,,-3061,0.05
449,2534,宏盛,6160903,3462831,,2698072,,,,2698072,238893,,2459179,54557,2513736,52104,2461632,,,2461632,-23835,,2437797,2461632,,,2437797,,,4.0
450,2535,達工,7523342,6899026,,624316,,,,624316,217952,,406364,49523,455887,100387,355500,,,355500,17310,,372810,339988,,15512,354879,,17931,1.51
451,2536,宏普建設,1337252,1015031,,322221,,,,322221,91888,,230333,44925,275258,41666,233592,,,233592,8642,,242234,,,,,,,0.7
452,2537,聯上開發,1273821,1144061,,129760,,,,129760,41316,,88444,-25853,62591,8177,54414,,,54414,,,54414,,,,,,,0.18
453,2538,基泰建設,68439,22466,,45973,,,,45973,63162,,-17189,77419,60230,1810,58420,,,58420,43260,,101680,56387,,2033,99647,,2033,0.13
454,2539,櫻花建設,1001135,744169,,256966,,,,256966,144061,,112905,-7868,105037,21883,83154,,,83154,,,83154,,,,,,,0.22
455,2540,愛山林,710492,378388,,332104,,,,332104,107301,,224803,-42496,182307,38703,143604,0,,143604,0,,143604,143604,,0,143604,,0,0.98
456,2542,興富發,22815162,15444936,,7370226,,,,7370226,1937503,,5432723,-5586,5427137,415215,5011922,0,,5011922,23441,,5035363,3673051,0,1338871,3696492,0,1338871,3.22
457,2543,皇昌營造,2209369,2125455,,83914,,,,83914,70817,,13097,5720,18817,6758,12059,,,12059,,,12059,17691,,-5632,17691,,-5632,0.07
458,2545,皇翔,1779126,993901,,785225,,,,785225,281932,,503293,-168769,334524,29527,304997,,,304997,0,,304997,304997,,,304997,,,0.93
459,2546,根基,4972923,4663233,,309690,,,,309690,99569,,210121,8118,218239,43592,174647,,,174647,18063,,192710,174645,,2,192705,,5,1.65
460,2547,日勝,12457958,9443864,,3014094,,,,3014094,1381257,,1632837,-298351,1334486,124575,1209911,,,1209911,98,,1210009,1166914,,42997,1167012,,42997,1.3
461,2548,華固建設,2180324,1450845,,729479,,,,729479,330558,,398921,265240,664161,123870,540291,,,540291,24542,,564833,538151,,2140,557133,,7700,1.95
462,2596,綠意開發,1119772,635676,,484096,,,,484096,85284,,398812,22612,421424,25630,395794,,,395794,,,395794,371078,,24716,371078,,24716,3.81
463,2597,潤弘精密,4100018,3495960,,604058,,,,604058,321193,,282865,6396,289261,49308,239953,,,239953,417122,,657075,217424,,22529,626504,,30571,1.61
464,2601,益航,3870041,1077265,,2792776,,,,2792776,2070002,,722774,-366502,356272,229863,126409,,,126409,268061,,394470,-9054,,135463,204711,,189759,-0.01
465,2603,長榮海運,75128039,74105323,,1022716,,8131,6712,1021297,4092208,1056724,-2014187,373956,-1640231,119796,-1760027,,,-1760027,1015059,,-744968,-1107184,,-652843,-28912,,-716056,-0.28
466,2605,新興,1513684,1445868,,67816,,,,67816,72117,0,-4301,-117849,-122150,-3609,-118541,0,,-118541,443636,,325095,-98531,,-20010,306292,,18803,-0.17
467,2606,裕民,4639156,4100582,,538574,,,,538574,168907,,369667,279782,649449,-69893,719342,,,719342,1621354,,2340696,719342,,,2340696,,,0.85
468,2607,榮運,3812803,3218169,,594634,,,,594634,132377,,462257,8251,470508,120405,350103,,,350103,350570,,700673,347119,,2984,697689,,2984,0.33
469,2608,嘉里大榮,5012350,4137099,,875251,,,,875251,220403,,654848,53738,708586,164841,543745,,,543745,34883,,578628,541280,,2465,576163,,2465,1.16
470,2609,陽明海運,64634084,67402993,,-2768909,,,,-2768909,3054599,260551,-5562957,-778832,-6341789,-734363,-5607426,,,-5607426,117853,,-5489573,-5764502,,157076,-5639003,,149430,-2.22
471,2610,華航,81010862,73257685,,7753177,,,,7753177,6555134,,1198043,-571388,626655,223897,402758,,,402758,126174,,528932,188934,,213824,313346,,215586,0.03
472,2611,志信,457168,353203,,103965,,,,103965,106266,,-2301,5073,2772,-4336,7108,,,7108,18491,,25599,3175,,3933,22210,,3389,0.02
473,2612,中航,1795233,1373175,,422058,,,,422058,175249,,246809,-35602,211207,23018,188189,,,188189,247117,,435306,188189,,0,435306,,0,0.95
474,2613,中櫃,1402102,1273868,,128234,,,,128234,67655,,60579,-21878,38701,3442,35259,,,35259,-8079,,27180,35238,,21,27150,,30,0.32
475,2614,東森,8442753,6246228,,2196525,,,,2196525,2288349,,-91824,2308790,2216966,343905,1873061,,,1873061,-62195,,1810866,1667623,,205438,1589040,,221826,2.46
476,2615,萬海,30857094,28749872,,2107222,,,,2107222,1862762,,244460,319973,564433,172267,392166,,,392166,739257,,1131423,406134,,-13968,1146522,,-15099,0.18
477,2616,山隆通運,9148324,8404391,,743933,,,,743933,623946,,119987,31360,151347,52547,98800,,,98800,133030,,231830,100645,,-1845,235485,,-3655,0.76
478,2617,台航,1634400,1242346,,392054,,,,392054,58053,,334001,78353,412354,7500,404854,,,404854,87118,,491972,404854,,,491972,,,0.97
479,2618,長榮航空,87433072,77188410,,10244662,,,,10244662,6335950,,3908712,889942,4798654,1024703,3773951,,,3773951,154667,,3928618,3340441,,433510,3496727,,431891,0.8
480,2630,亞洲航空,1032257,917084,,115173,,,,115173,142377,,-27204,-5737,-32941,1474,-34415,,,-34415,82,,-34333,-34415,,,-34333,,,-0.29
481,2633,台灣高鐵,22366597,12185147,,10181450,,,,10181450,574161,,9607289,-5702655,3904634,-2652232,6556866,,,6556866,2559,,6559425,,,,,,,1.17
482,2634,漢翔公司,12706673,11180751,,1525922,,,,1525922,569668,0,956254,184038,1140292,206207,934085,,,934085,-8167,,925918,934085,,,925918,,,0.99
483,2636,台驊投控,5155107,4221362,,933745,,,,933745,762112,,171633,11011,182644,16931,165713,,,165713,-3925,,161788,158938,,6775,153703,,8085,1.37
484,2637,慧洋-KY,6156110,4557024,,1599086,,,,1599086,80498,,1518588,-843756,674832,3009,671823,,,671823,171375,,843198,671823,,0,843198,,0,1.09
485,2640,大車隊,944412,519681,,424731,,,,424731,272808,,151923,-3378,148545,28912,119633,,,119633,39,,119672,119578,,55,119617,,55,2.45
486,2641,正德海運,374353,288439,,85914,,,,85914,26575,,59339,-19226,40113,-887,41000,,,41000,45579,,86579,41000,,,86579,,,0.28
487,2642,宅配通,1677038,1429473,,247565,,,,247565,213097,,34468,2345,36813,4783,32030,,,32030,-256,,31774,32030,,,31774,,,0.34
488,2643,捷迅,1290706,1166154,,124552,,,,124552,90969,,33583,-1587,31996,4317,27679,,,27679,11645,,39324,27679,,,39324,,,1.06
489,2701,萬企,179691,82681,,97010,,,,97010,14131,,82879,152376,235255,129647,105608,,,105608,-26372,,79236,,,,,,,0.24
490,2702,華園,576372,123398,,452974,,,,452974,515838,,-62864,360962,298098,141046,157052,,,157052,38867,,195919,157052,,,195919,,,1.54
491,2704,國賓,1497266,843134,,654132,,,,654132,439868,,214264,20618,234882,61538,173344,,,173344,90021,,263365,174715,,-1371,264736,,-1371,0.48
492,2705,六福,1553844,1201707,,352137,,,,352137,552790,,-200653,-727337,-927990,0,-927990,,,-927990,-32432,,-960422,-927990,,,-960422,,,-2.74
493,2706,第一店,159977,42886,,117091,,,,117091,15042,,102049,221070,323119,187183,135936,0,0,135936,9978,,145914,,,,,,,0.28
494,2707,晶華酒店,3409763,2291738,,1118025,,,,1118025,644187,,473838,450353,924191,132826,791365,,,791365,29326,,820691,786823,,4542,816129,,4562,6.21
495,2712,遠雄來,144878,130563,,14315,,,,14315,56450,,-42135,-441,-42576,360,-42936,,,-42936,29,,-42907,,,,,,,-0.41
496,2718,晶悅,101419,100120,,1299,,,,1299,13138,,-11839,2386,-9453,-2126,-7327,,,-7327,3360,,-3967,,,,,,,-0.32
497,2719,燦星旅,1194742,1044226,,150516,,,,150516,199371,,-48855,6273,-42582,-31,-42551,,,-42551,30,,-42521,-42551,,,-42521,,,-1.18
498,2722,夏都,283671,195197,0,88474,0,,,88474,120139,-28,-31693,6164,-25529,-54,-25475,,,-25475,-7084,,-32559,,,,,,,-0.23
499,2723,美食-KY,12280311,5025504,,7254807,,,,7254807,5848766,,1406041,99444,1505485,476243,1029242,,,1029242,74450,,1103692,1018414,,10828,1092572,,11120,5.66
500,2724,富驛-KY,329202,327663,,1539,,,,1539,65771,,-64232,20771,-43461,64,-43525,,,-43525,186,,-43339,-43525,,,-43339,,,-0.64
501,2726,雅茗-KY,1057703,498468,,559235,,,,559235,490288,,68947,11097,80044,24391,55653,,,55653,10860,,66513,58122,,-2469,68761,,-2248,1.77
502,2727,王品,8120912,4346362,,3774550,,,,3774550,3432633,,341917,14033,355950,115797,240153,,,240153,19645,,259798,197132,,43021,208057,,51741,2.56
503,2729,瓦城泰統,2125661,976165,,1149496,,,,1149496,916750,,232746,2367,235113,46458,188655,,,188655,932,,189587,189528,,-873,190460,,-873,8.15
504,2731,雄獅旅遊,15138136,13410181,,1727955,,,,1727955,1476606,,251349,92060,343409,75872,267537,,,267537,3678,,271215,258729,,8808,262361,,8854,3.7
505,2732,六角國際,1722650,892832,,829818,,191,0,829627,726608,-2265,100754,-2651,98103,25204,72899,,,72899,-3945,,68954,60545,,12354,58717,,10237,1.64
506,2734,易飛網,510346,425645,,84701,,,,84701,115321,,-30620,14187,-16433,-1250,-15183,,,-15183,1777,,-13406,-13606,,-1577,-11836,,-1570,-0.45
507,2736,高野,293643,148413,,145230,,,,145230,164011,,-18781,1451,-17330,794,-18124,,,-18124,9278,,-8846,-18124,,,-8846,,,-0.37
508,2739,寒舍餐旅,2132865,1392524,,740341,,,,740341,754634,11960,-2333,18931,16598,-7019,23617,,,23617,12236,,35853,23617,,,35853,,,0.21
509,2740,天蔥,202678,107851,,94827,,,,94827,117017,,-22190,4536,-17654,-289,-17365,,,-17365,105,,-17260,-16071,,-1294,-15966,,-1294,-1.01
510,2745,五福旅遊,3460953,3094285,,366668,,,,366668,329583,,37085,1121,38206,7544,30662,,,30662,,,30662,30662,,,30662,,,1.12
511,2748,雲品,753779,521910,,231869,,,,231869,118221,,113648,-2197,111451,24529,86922,,,86922,,,86922,,,,,,,1.32
512,2841,台灣土地,199681,119764,,79917,,,,79917,405047,,-325130,481051,155921,7842,148079,,,148079,230,,148309,147410,,669,147640,,669,0.2
513,2901,欣欣大眾,62962,8599,,54363,,,,54363,46226,,8137,3626,11763,1892,9871,,,9871,46,,9917,,,,,,,0.14
514,2903,遠百,18210564,8584546,,9626018,,,,9626018,7775375,,1850643,-465857,1384786,552578,832208,,,832208,855722,,1687930,576552,,255656,1230095,,457835,0.41
515,2904,匯僑,225505,130076,,95429,,,,95429,32894,,62535,2787,65322,12279,53043,,,53043,2369,,55412,53047,,-4,55416,,-4,0.77
516,2906,高林實,3399223,2602745,,796478,,,,796478,661391,,135087,27383,162470,55911,106559,,,106559,46464,,153023,40591,,65968,89239,,63784,0.19
517,2908,特力,20268563,14984117,,5284446,,,,5284446,4865874,,418572,1414,419986,-30289,450275,,,450275,23682,,473957,443440,,6835,467192,,6765,0.87
518,2910,統領,220916,84844,,136072,,0,0,136072,67380,,68692,-188,68504,8319,60185,,,60185,6006,,66191,60185,,0,66191,,0,0.34
519,2911,麗嬰房,3041076,1643337,,1397739,,,,1397739,1458433,,-60694,42776,-17918,17933,-35851,,,-35851,7177,,-28674,-33991,,-1860,-27457,,-1217,-0.17
520,2912,統一超,120177251,78722168,,41455083,,,,41455083,34873731,,6581352,1343367,7924719,2047383,5877336,,,5877336,434133,,6311469,5169992,,707344,5669864,,641605,4.97
521,2913,台灣農林,125019,65028,,59991,,,,59991,144613,,-84622,84469,-153,10751,-10904,,,-10904,-21878,,-32782,-10904,,,-32782,,,-0.01
522,2915,潤泰全球,7831039,2142858,,5688181,,,,5688181,696789,,4991392,4749079,9740471,-2290360,12030831,,,12030831,-15873066,,-3842235,7251984,,4778847,-8865941,,5023706,8.17
523,2916,滿心企業,631202,331388,,299814,,,,299814,257947,,41867,6840,48707,8843,39864,,,39864,2810,,42674,,,,,,,0.73
524,2923,鼎固-KY,2442955,759424,,1683531,,,,1683531,212894,-450912,1019725,-485767,533958,90057,443901,,,443901,20527,,464428,453572,,-9671,456874,,7554,0.26
525,2924,東凌-KY,347095,132155,,214940,,,,214940,272049,,-57109,-6239,-63348,-4590,-58758,,,-58758,7217,,-51541,-58758,,,-51541,,,-1.76
526,2926,誠品生活,2124783,1161457,,963326,,,,963326,774166,,189160,70508,259668,47806,211862,,,211862,7675,,219537,211862,,,219537,,,4.47
527,2928,紅馬-KY,2668066,1624989,,1043077,,,,1043077,1210819,,-167742,-7709,-175451,2156,-177607,,,-177607,39236,,-138371,-177607,,,-138371,,,-3.75
528,2929,淘帝-KY,2903921,1781630,,1122291,,,,1122291,542499,,579792,6927,586719,167613,419106,,,419106,28670,,447776,419106,,,447776,,,5.35
529,2936,客思達-KY,6003897,4484709,,1519188,,,,1519188,1615868,,-96680,-25151,-121831,-44211,-77620,,,-77620,68292,,-9328,-77620,,,-9328,,,-1.02
530,2937,集雅社,812717,593839,,218878,,,,218878,193455,,25423,2955,28378,6129,22249,,,22249,,,22249,22249,,,22249,,,0.68
531,2939,凱羿-KY,1569602,1156447,,413155,,,,413155,165217,-72,247866,94949,342815,58109,284706,,,284706,596,,285302,282035,,2671,282595,,2707,5.66
532,3002,歐格電子,307643,222139,,85504,,,,85504,85161,,343,10680,11023,45501,-34478,,,-34478,11799,,-22679,-34541,,63,-23634,,955,-0.34
533,3003,健和興,1681582,1102895,,578687,,,,578687,256494,,322193,66332,388525,162424,226101,,,226101,-50398,,175703,223022,,3079,172502,,3201,1.43
534,3004,豐達科技,1039493,729798,,309695,,,,309695,157663,,152032,16198,168230,36689,131541,,,131541,3372,,134913,131541,,0,134913,,0,2.5
535,3005,神基科技,11397216,8281762,,3115454,,,,3115454,2134228,25239,1006465,198805,1205270,203106,1002164,,,1002164,190351,,1192515,910390,,91774,1093275,,99240,1.58
536,3006,晶豪科技,5715961,4522639,,1193322,,,,1193322,715097,,478225,50007,528232,64230,464002,,,464002,0,,464002,467418,,-3416,467418,,-3416,1.67
537,3008,大立光,21173568,7098745,,14074823,,15634,,14059189,2072531,,11986658,973225,12959883,3439684,9520199,0,,9520199,584937,,10105136,9520199,0,0,10105136,0,0,70.97
538,3010,華立,25048557,22878096,,2170461,,,,2170461,1217371,,953090,111879,1064969,390454,674515,,,674515,36471,,710986,591502,,83013,626409,,84577,2.56
539,3011,今皓,662657,606963,,55694,,,,55694,120790,,-65096,17480,-47616,2433,-50049,,,-50049,10136,,-39913,-50049,,,-39913,,,-0.44
540,3013,晟銘電子,2462998,2376311,,86687,,,,86687,170515,,-83828,33011,-50817,1758,-52575,,,-52575,5484,,-47091,-46316,,-6259,-42375,,-4716,-0.27
541,3014,聯陽,1620553,762028,,858525,,,,858525,608220,,250305,16846,267151,43714,223437,,,223437,-29704,,193733,223622,,-185,193916,,-183,1.42
542,3015,全漢,7202949,6475250,,727699,,1079,,726620,827434,,-100814,109457,8643,-14080,22723,,,22723,45741,,68464,12900,,9823,57879,,10585,0.07
543,3016,嘉晶,2044923,1705585,,339338,,,,339338,122199,,217139,14351,231490,48561,182929,,,182929,184,,183113,182929,,,183113,,,0.67
544,3017,奇鋐科技,13502442,11980602,,1521840,,,,1521840,1214317,,307523,158082,465605,125211,340394,,,340394,114737,,455131,322692,,17702,436494,,18637,0.91
545,3018,同開科技,721962,627153,,94809,,,,94809,74981,,19828,970,20798,-8577,29375,,,29375,-35,,29340,27949,,1426,28176,,1164,0.39
546,3019,亞洲光學,9142655,7402171,,1740484,,,,1740484,1048834,,691650,87797,779447,216078,563369,,,563369,321401,,884770,384607,,178762,638064,,246706,1.37
547,3021,鴻名企業,1144179,867839,,276340,,,,276340,188617,,87723,442,88165,17985,70180,,,70180,5959,,76139,70180,,0,76139,,0,0.73
548,3022,威強電,2798805,1937316,,861489,,0,124,861613,613207,,248406,314854,563260,144569,418691,,,418691,29175,,447866,418691,,0,447866,,0,1.28
549,3023,信邦電子,7426990,5581750,,1845240,,,,1845240,1158198,,687042,195231,882273,191239,691034,,,691034,148745,,839779,705437,,-14403,857536,,-17757,3.13
550,3024,憶聲電子,838852,637518,,201334,,,,201334,178054,,23280,15134,38414,5280,33134,0,,33134,23417,,56551,33134,,0,56551,,0,0.12
551,3025,星通,214475,128342,,86133,,,,86133,109160,0,-23027,4152,-18875,-109,-18766,0,,-18766,368,,-18398,-18688,,-78,-18321,,-77,-0.26
552,3026,禾伸堂,7661980,4964988,,2696992,,,,2696992,928327,,1768665,-10977,1757688,349840,1407848,,,1407848,12450,,1420298,1456575,-48727,,1466549,,-46251,9.22
553,3027,盛達電業,382315,252734,,129581,,,,129581,135979,-135,-6533,26108,19575,2357,17218,-25309,,-8091,12465,,4374,-8908,,817,918,,3456,-0.09
554,3028,增你強,14299886,13474640,,825246,,,,825246,517091,,308155,-58939,249216,61220,187996,,,187996,-102326,,85670,186431,,1565,83320,,2350,0.87
555,3029,零壹科技,3067114,2758082,,309032,,,,309032,170311,,138721,8377,147098,28716,118382,,,118382,9888,,128270,118893,,-511,128781,,-511,0.97
556,3030,德律科技,2649953,1256437,,1393516,,,,1393516,673456,,720060,52365,772425,148598,623827,,,623827,2725,,626552,623827,,,626552,,,2.64
557,3031,佰鴻工業,854858,710670,,144188,,,,144188,165737,,-21549,55694,34145,7715,26430,,,26430,58071,,84501,38223,,-11793,94469,,-9968,0.2
558,3032,偉訓科技,3668145,3216120,,452025,,0,0,452025,465373,415955,402607,70375,472982,154457,318525,,,318525,33514,,352039,303398,,15127,324311,,27728,2.68
559,3033,威健,26664215,24923725,,1740490,,,,1740490,1044131,,696359,-140408,555951,171037,384914,,,384914,97095,,482009,384914,,,482009,,,1.14
560,3034,聯詠,23730825,16642729,,7088096,,,,7088096,4178532,,2909564,179826,3089390,590552,2498838,,,2498838,88494,,2587332,2498838,,0,2587332,,0,4.11
561,3035,智原,2146941,979166,,1167775,,,,1167775,1080478,,87297,29441,116738,19228,97510,0,,97510,80018,,177528,97510,,0,177528,,0,0.39
562,3036,文曄科技,102883455,98035300,,4848155,,,,4848155,2579282,,2268873,-669612,1599261,398687,1200574,,,1200574,197490,,1398064,1200436,,138,1397917,,147,2.17
563,3037,欣興電子,33865531,31601910,,2263621,,,,2263621,3365028,-2107,-1103514,1132681,29167,19451,9716,,,9716,16562,,26278,-29594,,39310,63267,,-36989,-0.02
564,3038,全台,1364908,1151756,,213152,,,,213152,201474,1140,12818,33942,46760,4114,42646,,,42646,7768,,50414,42872,,-226,46407,,4007,0.27
565,3040,遠見,91292,36621,,54671,,,,54671,22180,,32491,22174,54665,21726,32939,,,32939,558,,33497,32939,,0,33497,,,0.52
566,3041,揚智,1151921,855974,,295947,,,,295947,730126,,-434179,31268,-402911,-132900,-270011,,,-270011,1785,,-268226,-270011,,,-268226,,,-0.91
567,3042,晶技,3731254,2901922,,829332,,,,829332,602049,,227283,19809,247092,47376,199716,,,199716,-117918,,81798,199817,,-101,81899,,-101,0.65
568,3043,科風,493786,378253,,115533,,,,115533,122354,,-6821,3640,-3181,3419,-6600,,,-6600,-4055,,-10655,-5134,,-1466,-9218,,-1437,-0.04
569,3044,健鼎科技,24270007,20212007,,4058000,,,,4058000,2049928,0,2008072,496965,2505037,678862,1826175,,,1826175,275539,,2101714,1826106,,69,2101645,,69,3.47
570,3045,台灣大,58846427,40974236,,17872191,,,,17872191,8551820,363503,9683874,-291672,9392202,1687150,7705052,,,7705052,-136896,,7568156,7278238,,426814,7149087,,419069,2.67
571,3046,建碁,679117,442728,,236389,,,,236389,264925,,-28536,-37,-28573,5650,-34223,,,-34223,-30107,,-64330,-35930,,1707,-65801,,1471,-0.5
572,3047,訊舟科技,3212880,2480242,,732638,,,,732638,712793,,19845,21263,41108,41801,-693,,,-693,8123,,7430,-95930,,95237,-89458,,96888,-0.52
